Timestamp,Event,Content,Touchpoint,Location,PunctuationInSentece,NumberOfWords,NumberOfCharacters,SelectedButtonIndex,FullSentece,TimeSpan,IdentificationTags,LocationTags
14:41.2,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,
14:41.5,word-prediction[1]-updated,the,,"380,195",,0,0,0,,,,
14:41.5,word-prediction[2]-updated,to,,"380,130",,0,0,0,,,,
14:41.5,word-prediction[3]-updated,and,,"70,410",,0,0,0,,,,
14:41.5,word-prediction[4]-updated,a,,"70,345",,0,0,0,,,,
26:57.0,Letter-button-selected,t,"416,305","380,260",,0,0,0,,,,
26:57.1,output-updated,t,,,,0,0,0,,,,
26:57.1,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
26:57.2,sentence-prediction[1]-updated,the bigger the database of sentences the more sentences or part of the sentence i will be able to select,,"520,410",N,20,0,0,because the bigger the database of sentences the more sentences or part of the sentence i will be able to select,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
26:57.2,word-prediction[1]-updated,to,,"740,195",,0,0,0,,,,
26:57.3,word-prediction[2]-updated,that,,"520,345",,0,0,0,,,,
26:57.3,word-prediction[3]-updated,time,,"650,195",,0,0,0,,,,
26:57.3,word-prediction[4]-updated,two,,"110,195",,0,0,0,,,,
26:58.4,Letter-button-selected,h,"541.5,496","520,475",,0,0,0,,,,
26:58.4,output-updated,th,,,,0,0,0,,,,
26:58.5,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
26:58.5,sentence-prediction[1]-updated,the bigger the database of sentences the more sentences or part of the sentence i will be able to select,,"200,195",N,20,0,0,because the bigger the database of sentences the more sentences or part of the sentence i will be able to select,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
26:58.5,word-prediction[1]-updated,that,,"70,410",,0,0,0,,,,
26:58.5,word-prediction[2]-updated,this,,"650,130",,0,0,0,,,,
26:58.5,word-prediction[3]-updated,they,,"200,130",,0,0,0,,,,
26:58.6,word-prediction[4]-updated,than,,"70,345",,0,0,0,,,,
27:00.7,word-prediction[2]-selected,this,"678.5,155.5","650,130",,0,0,0,,,,
27:00.7,output-updated,this ,,,,0,0,0,,,,
27:00.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:00.8,sentence-prediction[1]-updated,is our new prediction system,,"650,195",N,5,0,0,so this is our new prediction system,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:00.8,sentence-prediction[2]-updated,is a real prototype,,"650,130",N,4,0,0,so this is a real prototype,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:00.8,sentence-prediction[3]-updated,system seems easy to use,,"160,410",N,5,0,0,this system seems easy to use,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
27:00.8,sentence-prediction[4]-updated,forum,,"340,345",N,1,0,0,especially in this forum,,"person7, person5, Unknown, person2, person3, person6, person1, person4, person8","location8, location2, lovation7, location5, location4, location3, lcoation1, location6"
27:00.9,sentence-prediction[5]-updated,version of the system with tamas,,"380,623",N,6,0,0,he has implemented this version of the system with tamas,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
27:00.9,word-prediction[1]-updated,year,,"470,130",,0,0,0,,,,
27:00.9,word-prediction[2]-updated,week,,"110,195",,0,0,0,,,,
27:00.9,word-prediction[3]-updated,morning,,"650,558",,0,0,0,,,,
27:00.9,word-prediction[4]-updated,was,,"110,130",,0,0,0,,,,
27:02.4,Letter-button-selected,m,"711,741","650,688",,0,0,0,,,,
27:02.4,output-updated,this m,,,,0,0,0,,,,
27:02.5,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:02.5,sentence-prediction[1]-updated,morning at six,,"740,195",N,3,0,0,monday morning at six,,"person4, person6, person1, person7, person5, person2, Unknown, person3, person8","location4, lovation7, location6, lcoation1, location3, location8, location5, location2"
27:02.5,sentence-prediction[2]-updated,my typing,,"470,195",N,2,0,0,i know what i want to say and this system helps to speed up my typing,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:02.5,sentence-prediction[3]-updated,mechanic,,"200,195",N,1,0,0,i was the mechanic,,,"location4, location2, lcoation1, location3, location6, location8, location5, lovation7"
27:02.6,sentence-prediction[4]-updated,manuel,,"70,410",N,1,0,0,i spoke to manuel,,"person4, Unknown, person5, person7, person6, person2, person1, person3","location3, location4, location5, location2, lcoation1, location8, lovation7, location6"
27:02.6,word-prediction[1]-updated,month,,"740,130",,0,0,0,,,,
27:02.6,word-prediction[2]-updated,means,,"200,130",,0,0,0,,,,
27:02.6,word-prediction[3]-updated,may,,"70,345",,0,0,0,,,,
27:02.6,word-prediction[4]-updated,might,,"650,130",,0,0,0,,,,
27:04.4,word-prediction[3]-selected,may,"121.5,383","70,345",,0,0,0,,,,
27:04.4,output-updated,this may ,,,,0,0,0,,,,
27:04.5,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:04.5,word-prediction[1]-updated,be,,"470,623",,0,0,0,,,,
27:04.5,word-prediction[2]-updated,not,,"560,623",,0,0,0,,,,
27:04.6,word-prediction[3]-updated,sound,,"160,410",,0,0,0,,,,
27:04.6,word-prediction[4]-updated,seem,,"160,345",,0,0,0,,,,
27:06.1,word-prediction[2]-selected,not,"588.5,647.5","560,623",,0,0,0,,,,
27:06.1,output-updated,this may not ,,,,0,0,0,,,,
27:06.2,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:06.2,sentence-prediction[1]-updated,bad,,"470,623",N,1,0,0,not bad,,"person4, person6, person1, person7, person5, person2, Unknown, person3","location4, lovation7, location6, lcoation1, location3, location8, location5, location2"
27:06.2,sentence-prediction[2]-updated,good,,"430,410",N,1,0,0,not good,,"person4, Unknown, person5, person7, person6, person2, person1, person3, person8","location3, location4, location5, location2, lcoation1, location8, lovation7, location6"
27:06.3,sentence-prediction[3]-updated,writing,,"110,195",N,1,0,0,not writing,,"person1, person3, person2, person7, person8, Unknown, person4, person5, person6","lcoation1, location8, lovation7, location3, location6, location4, location2, location5"
27:06.3,sentence-prediction[4]-updated,plan that,,"830,195",N,2,0,0,and i did not plan that,,"Unknown, person2, person3, person5, person7, person1, person6, person4, person8","location2, lcoation1, location8, location3, location4, location6, location5, lovation7"
27:06.3,sentence-prediction[5]-updated,looking at scanning,,"790,410",N,3,0,0,we are not looking at scanning,,"person2, person4, Unknown, person1, person6, person3, person7, person5, person8","lcoation1, location5, location6, location3, location8, lovation7, location2, location4"
27:06.3,word-prediction[1]-updated,have,,"520,345",,0,0,0,,,,
27:06.3,word-prediction[2]-updated,know,,"700,410",,0,0,0,,,,
27:06.3,word-prediction[3]-updated,even,,"200,130",,0,0,0,,,,
27:06.3,word-prediction[4]-updated,always,,"70,410",,0,0,0,,,,
27:07.9,Letter-button-selected,w,"163,305","110,260",,0,0,0,,,,
27:07.9,output-updated,this may not w,,,,0,0,0,,,,
27:08.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:08.1,sentence-prediction[1]-updated,want to play this,,"70,410",N,4,0,0,how do you want to play this,,"person3, person6, person4, person2, person7, person1, Unknown, person5, person8","location2, location4, location5, location3, lovation7, location6, location8, lcoation1"
27:08.1,sentence-prediction[2]-updated,writing,,"290,195",N,1,0,0,not writing,,"person1, person3, person2, person7, person8, Unknown, person4, person5, person6","lcoation1, location8, lovation7, location3, location6, location4, location2, location5"
27:08.1,sentence-prediction[3]-updated,will improve the predictions any,,"650,195",N,5,0,0,but i am not sure if that will improve the predictions any,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:08.1,word-prediction[1]-updated,work,,"740,130",,0,0,0,,,,
27:08.1,word-prediction[2]-updated,what,,"520,410",,0,0,0,,,,
27:08.1,word-prediction[3]-updated,with,,"650,130",,0,0,0,,,,
27:08.1,word-prediction[4]-updated,wanting,,"70,345",,0,0,0,,,,
27:09.5,Sentence-prediction[3]-selected,will improve,"782,198.50",,N,5,0,2,will improve the predictions any,,,
27:09.5,output-updated,this may not will improve ,,,,0,0,0,,,,
27:09.6,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:09.6,sentence-prediction[1]-updated,the predictions any more,,"380,195",N,4,0,0,but i am not sure if that will improve the predictions any more,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:09.7,word-prediction[1]-updated,your,,"470,130",,0,0,0,,,,
27:09.7,word-prediction[2]-updated,their,,"380,130",,0,0,0,,,,
27:09.7,word-prediction[3]-updated,on,,"740,130",,0,0,0,,,,
27:09.7,word-prediction[4]-updated,my,,"650,623",,0,0,0,,,,
27:12.0,DeleteWord-button-selected,DeleteWord,"1,018,286.50","960,260",,0,0,0,,,,
27:12.0,output-updated,this may not will ,,,,0,0,0,,,,
27:12.2,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:12.2,sentence-prediction[1]-updated,improve the predictions any more,,"650,195",N,5,0,0,but i am not sure if that will improve the predictions any more,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:12.2,sentence-prediction[2]-updated,type next,,"380,195",N,2,0,0,and i am not planning what i will type next,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
27:12.2,sentence-prediction[3]-updated,interact with the interface,,"650,130",N,4,0,0,the focus at this stage is to focus on how the user will interact with the interface,,"person1, person3, person2, person7, person8, Unknown, person4, person5, person6","lcoation1, location8, lovation7, location3, location6, location4, location2, location5"
27:12.3,sentence-prediction[4]-updated,continue to use it today,,"290,623",N,5,0,0,so i will continue to use it today,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
27:12.3,sentence-prediction[5]-updated,share them,,"160,410",N,2,0,0,but he will share them,,"person4, Unknown, person5, person7, person6, person2, person1, person3, person8","location3, location4, location5, location2, lcoation1, location8, lovation7, location6"
27:12.3,word-prediction[1]-updated,have,,"520,410",,0,0,0,,,,
27:12.3,word-prediction[2]-updated,not,,"560,558",,0,0,0,,,,
27:12.3,word-prediction[3]-updated,get,,"430,410",,0,0,0,,,,
27:12.3,word-prediction[4]-updated,take,,"380,130",,0,0,0,,,,
27:18.5,DeleteWord-button-selected,DeleteWord,"1010.5,307","960,260",,0,0,0,,,,
27:18.5,output-updated,this may not ,,,,0,0,0,,,,
27:18.7,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:18.7,sentence-prediction[1]-updated,bad,,"470,623",N,1,0,0,not bad,,"person4, person6, person1, person7, person5, person2, Unknown, person3","location4, lovation7, location6, lcoation1, location3, location8, location5, location2"
27:18.7,sentence-prediction[2]-updated,good,,"430,410",N,1,0,0,not good,,"person4, Unknown, person5, person7, person6, person2, person1, person3, person8","location3, location4, location5, location2, lcoation1, location8, lovation7, location6"
27:18.7,sentence-prediction[3]-updated,writing,,"110,195",N,1,0,0,not writing,,"person1, person3, person2, person7, person8, Unknown, person4, person5, person6","lcoation1, location8, lovation7, location3, location6, location4, location2, location5"
27:18.7,sentence-prediction[4]-updated,plan that,,"830,195",N,2,0,0,and i did not plan that,,"Unknown, person2, person3, person5, person7, person1, person6, person4, person8","location2, lcoation1, location8, location3, location4, location6, location5, lovation7"
27:18.8,sentence-prediction[5]-updated,looking at scanning,,"790,410",N,3,0,0,we are not looking at scanning,,"person2, person4, Unknown, person1, person6, person3, person7, person5, person8","lcoation1, location5, location6, location3, location8, lovation7, location2, location4"
27:18.8,word-prediction[1]-updated,have,,"520,345",,0,0,0,,,,
27:18.8,word-prediction[2]-updated,know,,"700,410",,0,0,0,,,,
27:18.8,word-prediction[3]-updated,even,,"200,130",,0,0,0,,,,
27:18.8,word-prediction[4]-updated,always,,"70,410",,0,0,0,,,,
27:21.9,Letter-button-selected,w,"159,304.50","110,260",,0,0,0,,,,
27:21.9,output-updated,this may not w,,,,0,0,0,,,,
27:22.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:22.0,sentence-prediction[1]-updated,want to play this,,"70,410",N,4,0,0,how do you want to play this,,"person3, person6, person4, person2, person7, person1, Unknown, person5, person8","location2, location4, location5, location3, lovation7, location6, location8, lcoation1"
27:22.1,sentence-prediction[2]-updated,writing,,"290,195",N,1,0,0,not writing,,"person1, person3, person2, person7, person8, Unknown, person4, person5, person6","lcoation1, location8, lovation7, location3, location6, location4, location2, location5"
27:22.1,sentence-prediction[3]-updated,will improve the predictions any,,"650,195",N,5,0,0,but i am not sure if that will improve the predictions any,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:22.1,word-prediction[1]-updated,work,,"740,130",,0,0,0,,,,
27:22.1,word-prediction[2]-updated,what,,"520,410",,0,0,0,,,,
27:22.1,word-prediction[3]-updated,with,,"650,130",,0,0,0,,,,
27:22.1,word-prediction[4]-updated,wanting,,"70,345",,0,0,0,,,,
27:23.7,word-prediction[1]-selected,work,"793,155","740,130",,0,0,0,,,,
27:23.7,output-updated,this may not work ,,,,0,0,0,,,,
27:23.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:23.9,sentence-prediction[1]-updated,so quickly,,"160,410",N,2,0,0,did she work so quickly,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
27:23.9,sentence-prediction[2]-updated,to keep finding the funding,,"380,195",N,5,0,0,well it's hard work to keep finding the funding,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
27:23.9,word-prediction[1]-updated,for,,"340,345",,0,0,0,,,,
27:23.9,word-prediction[2]-updated,out,,"740,130",,0,0,0,,,,
27:23.9,word-prediction[3]-updated,in,,"650,130",,0,0,0,,,,
27:24.0,word-prediction[4]-updated,with,,"110,195",,0,0,0,,,,
27:25.7,sentence-added-to-database,this may not work,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:25.7,TTS-button-selected,this may not work ,"1,012,715.50","960,688",,0,0,0,,,,
27:25.7,words-per-minute-value_word_count,9,,,,4,0,0,this may not work,0.44432,,
27:25.7,words-per-minute-value_character_count,7.2,,,,0,17,0,this may not work,0.44432,,
27:28.4,Clear-button-selected,Clear,"1013.5,537","960,475",,0,0,0,,,,
27:28.4,words-per-minute-value_word_count,9,,,,4,0,0,this may not work,0.44432,,
27:28.4,words-per-minute-value_character_count,7.2,,,,0,17,0,this may not work,0.44432,,
27:28.4,output-updated,,,,,0,0,0,,,,
27:28.5,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:28.5,sentence-prediction[1]-updated,hello alex,,"520,410",N,2,0,0,hello alex,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:28.5,sentence-prediction[2]-updated,exactly,,"200,195",N,1,0,0,exactly,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:28.6,sentence-prediction[3]-updated,hello everyone,,"520,345",N,2,0,0,hello everyone,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:28.6,sentence-prediction[4]-updated,the voice,,"380,195",N,2,0,0,the voice,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:28.6,sentence-prediction[5]-updated,normal please,,"560,623",N,2,0,0,normal please,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:28.6,word-prediction[1]-updated,to,,"380,130",,0,0,0,,,,
27:28.6,word-prediction[2]-updated,and,,"70,345",,0,0,0,,,,
27:28.6,word-prediction[3]-updated,of,,"740,130",,0,0,0,,,,
27:28.6,word-prediction[4]-updated,in,,"650,130",,0,0,0,,,,
27:30.0,Letter-button-selected,b,"534,713.50","470,688",,0,0,0,,,,
27:30.0,output-updated,b,,,,0,0,0,,,,
27:30.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:30.1,sentence-prediction[1]-updated,be very happy and fast.,,"200,195",Y,5,0,0,from now on i am going to be very happy and fast.,,"person1, person7, person3, person2, person4, person5, Unknown, person6","location2, lovation7, lcoation1, location6, location8, location5, location3, location4"
27:30.1,word-prediction[1]-updated,but,,"560,130",,0,0,0,,,,
27:30.1,word-prediction[2]-updated,by,,"470,130",,0,0,0,,,,
27:30.1,word-prediction[3]-updated,been,,"200,130",,0,0,0,,,,
27:30.1,word-prediction[4]-updated,back,,"70,410",,0,0,0,,,,
27:31.6,word-prediction[1]-selected,but,"578.5,171","560,130",,0,0,0,,,,
27:31.6,output-updated,but ,,,,0,0,0,,,,
27:31.7,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:31.7,sentence-prediction[1]-updated,we also predict both words but also sentences,,"110,195",N,8,0,0,but we also predict both words but also sentences,,"person5, person6, person2, person7, person1, person3, Unknown, person4, person8","lovation7, lcoation1, location3, location2, location6, location5, location8, location4"
27:31.7,sentence-prediction[2]-updated,do you notice how we are placing predictions?,,"250,410",Y,8,0,0,but do you notice how we are placing predictions?,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:31.7,sentence-prediction[3]-updated,he will share them,,"520,345",N,4,0,0,but he will share them,,"person4, Unknown, person5, person7, person6, person2, person1, person3, person8","location3, location4, location5, location2, lcoation1, location8, lovation7, location6"
27:31.8,word-prediction[1]-updated,the,,"380,130",,0,0,0,,,,
27:31.8,word-prediction[2]-updated,it,,"650,130",,0,0,0,,,,
27:31.8,word-prediction[3]-updated,not,,"560,623",,0,0,0,,,,
27:31.8,word-prediction[4]-updated,you,,"470,130",,0,0,0,,,,
27:32.9,Letter-button-selected,i,"691,304","650,260",,0,0,0,,,,
27:32.9,output-updated,but i,,,,0,0,0,,,,
27:33.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:33.1,sentence-prediction[1]-updated,i am not sure if that will improve the predictions any more,,"650,195",N,12,0,0,but i am not sure if that will improve the predictions any more,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:33.1,sentence-prediction[2]-updated,i guess i have to practice some more.,,"650,130",Y,8,0,0,but i guess i have to practice some more.,,"person2, person4, Unknown, person1, person6, person3, person7, person5, person8","lcoation1, location5, location6, location3, location8, lovation7, location2, location4"
27:33.1,sentence-prediction[3]-updated,in a new era of app development,,"560,623",N,7,0,0,but we are now in a new era of app development,,"Unknown, person3, person5, person7, person4, person1, person2, person8, person6","location8, location6, lcoation1, location2, location5, location3, lovation7, location4"
27:33.1,word-prediction[1]-updated,it,,"380,195",,0,0,0,,,,
27:33.1,word-prediction[2]-updated,it's,,"380,130",,0,0,0,,,,
27:33.1,word-prediction[3]-updated,i'm,,"650,558",,0,0,0,,,,
27:33.1,word-prediction[4]-updated,if,,"340,410",,0,0,0,,,,
27:34.2,Sentence-prediction[1]-selected,i,"664.5,226",,N,12,0,1,i am not sure if that will improve the predictions any more,,,
27:34.2,output-updated,but i ,,,,0,0,0,,,,
27:34.3,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:34.3,sentence-prediction[1]-updated,am not sure if that will improve the predictions any more,,"70,410",N,11,0,0,but i am not sure if that will improve the predictions any more,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:34.4,sentence-prediction[2]-updated,usually miss predictions when using other systems,,"560,195",N,7,0,0,but i usually miss predictions when using other systems,,"person4, person6, person1, person7, person5, person2, Unknown, person3, person8","location4, lovation7, location6, lcoation1, location3, location8, location5, location2"
27:34.4,sentence-prediction[3]-updated,think it went over people's heads,,"380,130",N,6,0,0,but i think it went over people's heads,,"person7, person5, Unknown, person2, person3, person6, person1, person4, person8","location8, location2, lovation7, location5, location4, location3, lcoation1, location6"
27:34.4,sentence-prediction[4]-updated,need a button to say i have something to say.,,"560,623",Y,10,0,0,i need a button to say i have something to say.,,"person1, person7, person3, person2, person4, person5, Unknown, person6, person8","location2, lovation7, lcoation1, location6, location8, location5, location3, location4"
27:34.4,word-prediction[1]-updated,don't,,"250,345",,0,0,0,,,,
27:34.4,word-prediction[2]-updated,have,,"520,345",,0,0,0,,,,
27:34.4,word-prediction[3]-updated,was,,"110,195",,0,0,0,,,,
27:34.4,word-prediction[4]-updated,can't,,"290,623",,0,0,0,,,,
27:36.4,Letter-button-selected,c,"339,731","290,688",,0,0,0,,,,
27:36.4,output-updated,but i c,,,,0,0,0,,,,
27:36.5,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:36.6,sentence-prediction[1]-updated,can't remember how you said something before,,"70,410",N,7,0,0,but you can't remember how you said something before,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:36.6,sentence-prediction[2]-updated,clear button as i keep on hitting itby mistake,,"790,345",N,9,0,0,but you need to shift the clear button as i keep on hitting itby mistake,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
27:36.6,sentence-prediction[3]-updated,continue to use it today,,"740,195",N,5,0,0,so i will continue to use it today,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
27:36.6,sentence-prediction[4]-updated,cute kid,,"560,195",N,2,0,0,because she said i would not always be a cute kid,,"person2, person1, person7, person4, person5, Unknown, person6, person3, person8","location6, lovation7, location2, location4, location5, location8, lcoation1, location3"
27:36.6,word-prediction[1]-updated,can't,,"70,345",,0,0,0,,,,
27:36.6,word-prediction[2]-updated,couldn't,,"740,130",,0,0,0,,,,
27:36.7,word-prediction[3]-updated,certainly,,"200,195",,0,0,0,,,,
27:36.7,word-prediction[4]-updated,chose,,"520,345",,0,0,0,,,,
27:38.1,Letter-button-selected,a,"105,508","70,475",,0,0,0,,,,
27:38.1,output-updated,but i ca,,,,0,0,0,,,,
27:38.2,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:38.3,sentence-prediction[1]-updated,can't remember how you said something before,,"560,623",N,7,0,0,but you can't remember how you said something before,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:38.3,sentence-prediction[2]-updated,called pets sad,,"790,410",N,3,0,0,paper called pets sad,,"person5, person4, person1, person6, person3, person7, person2, Unknown","location8, location3, location5, location2, lcoation1, location6, lovation7, location4"
27:38.3,sentence-prediction[3]-updated,caps on,,"830,195",N,2,0,0,get your thinking caps on,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
27:38.3,word-prediction[1]-updated,can't,,"560,558",,0,0,0,,,,
27:38.3,word-prediction[2]-updated,came,,"650,558",,0,0,0,,,,
27:38.3,word-prediction[3]-updated,call,,"790,345",,0,0,0,,,,
27:38.4,word-prediction[4]-updated,care,,"290,195",,0,0,0,,,,
27:39.7,Letter-button-selected,n,"591.5,715","560,688",,0,0,0,,,,
27:39.7,output-updated,but i can,,,,0,0,0,,,,
27:39.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:39.9,sentence-prediction[1]-updated,can't remember how you said something before,,"380,195",N,7,0,0,but you can't remember how you said something before,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:39.9,sentence-prediction[2]-updated,can see how slow compared to speaking rates,,"560,623",N,8,0,0,but you can see how slow compared to speaking rates,,"person1, person7, person3, person2, person4, person5, Unknown, person6, person8","location2, lovation7, lcoation1, location6, location8, location5, location3, location4"
27:39.9,sentence-prediction[3]-updated,canary in cage,,"70,410",N,3,0,0,image of canary in cage,,"person2, Unknown, person3, person1, person4, person7, person6, person5, person8","location6, lovation7, location5, lcoation1, location4, location2, location3, location8"
27:39.9,word-prediction[1]-updated,can't,,"380,130",,0,0,0,,,,
27:39.9,word-prediction[2]-updated,cannot,,"560,558",,0,0,0,,,,
27:39.9,word-prediction[3]-updated,cancelled,,"290,623",,0,0,0,,,,
27:40.0,word-prediction[4]-updated,cancer,,"290,558",,0,0,0,,,,
27:40.7,Space-button-selected,Space,"624,801","320,768",,0,0,0,,,,
27:40.7,output-updated,but i can ,,,,0,0,0,,,,
27:40.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:40.9,sentence-prediction[1]-updated,see how slow compared to speaking rates,,"160,410",N,7,0,0,but you can see how slow compared to speaking rates,,"person1, person7, person3, person2, person4, person5, Unknown, person6, person8","location2, lovation7, lcoation1, location6, location8, location5, location3, location4"
27:40.9,sentence-prediction[2]-updated,pick up full sentences or part of the sentence if it fits,,"830,195",N,12,0,0,i can pick up full sentences or part of the sentence if it fits,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
27:40.9,sentence-prediction[3]-updated,i do for you?,,"650,130",Y,4,0,0,what can i do for you?,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
27:40.9,sentence-prediction[4]-updated,you hear me,,"470,195",N,3,0,0,can you hear me,,"person1, person6, person5, Unknown, person3, person2, person7, person4","location2, lovation7, location4, location8, location5, location6, lcoation1, location3"
27:40.9,sentence-prediction[5]-updated,be very quick,,"470,623",N,3,0,0,slow text input can be very quick,,"person1, Unknown, person3, person7, person2, person5, person4, person6, person8","location2, location3, lcoation1, location5, location6, location4, location8, lovation7"
27:41.0,word-prediction[1]-updated,tell,,"380,195",,0,0,0,,,,
27:41.0,word-prediction[2]-updated,still,,"160,345",,0,0,0,,,,
27:41.0,word-prediction[3]-updated,only,,"740,195",,0,0,0,,,,
27:41.0,word-prediction[4]-updated,do,,"250,345",,0,0,0,,,,
27:41.9,Letter-button-selected,d,"309.5,541","250,475",,0,0,0,,,,
27:41.9,output-updated,but i can d,,,,0,0,0,,,,
27:42.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
27:42.0,sentence-prediction[1]-updated,do for you?,,"740,195",Y,3,0,0,what can i do for you?,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
27:42.0,sentence-prediction[2]-updated,do numbers,,"740,130",N,2,0,0,but i have worked out how to do numbers,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
