Timestamp,Event,Content,Touchpoint,Location,PunctuationInSentece,NumberOfWords,NumberOfCharacters,SelectedButtonIndex,FullSentece,TimeSpan,IdentificationTags,LocationTags
28:30.3,Sentence-prediction[2]-selected,keep on finding myself choosing bits of the sentences and find it quite wierd,"1310.5,221.5",,N,14,0,14,keep on finding myself choosing bits of the sentences and find it quite wierd,,,
28:30.3,output-updated,i keep on finding myself choosing bits of the sentences and find it quite wierd ,,,,0,0,0,,,,
28:30.4,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:30.5,sentence-prediction[1]-updated,is how i am using parts of sentences that i have used before,,"650,195",N,13,0,0,and what is more wierd is how i am using parts of sentences that i have used before,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
28:30.5,sentence-prediction[2]-updated,how natural it seems to work,,"520,410",N,6,0,0,it is wierd how natural it seems to work,,"person7, person5, Unknown, person2, person3, person6, person1, person4, person8","location8, location2, lovation7, location5, location4, location3, lcoation1, location6"
28:30.5,sentence-prediction[3]-updated,how good it seems to work,,"520,345",N,6,0,0,it is just so wierd how good it seems to work,,"person4, person5, person7, person2, Unknown, person6, person1, person3","location4, location6, lcoation1, location2, location3, location5, location8, lovation7"
28:30.5,word-prediction[1]-updated,the,,"380,195",,0,0,0,,,,
28:30.5,word-prediction[2]-updated,to,,"380,130",,0,0,0,,,,
28:30.6,word-prediction[3]-updated,and,,"70,410",,0,0,0,,,,
28:30.6,word-prediction[4]-updated,a,,"70,345",,0,0,0,,,,
28:32.1,sentence-added-to-database,i keep on finding myself choosing bits of the sentences and find it quite wierd,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:32.1,TTS-button-selected,i keep on finding myself choosing bits of the sentences and find it quite wierd ,"1000.5,708.5","960,688",,0,0,0,,,,
28:32.1,words-per-minute-value_word_count,147.24,,,,15,0,0,i keep on finding myself choosing bits of the sentences and find it quite wierd,0.10188,,
28:32.1,words-per-minute-value_character_count,153.13,,,,0,79,0,i keep on finding myself choosing bits of the sentences and find it quite wierd,0.10188,,
28:39.2,Clear-button-selected,Clear,"1,011,539.50","960,475",,0,0,0,,,,
28:39.3,words-per-minute-value_word_count,147.24,,,,15,0,0,i keep on finding myself choosing bits of the sentences and find it quite wierd,0.10188,,
28:39.3,words-per-minute-value_character_count,153.13,,,,0,79,0,i keep on finding myself choosing bits of the sentences and find it quite wierd,0.10188,,
28:39.3,output-updated,,,,,0,0,0,,,,
28:39.4,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:39.4,sentence-prediction[1]-updated,hello alex,,"520,410",N,2,0,0,hello alex,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
28:39.4,sentence-prediction[2]-updated,exactly,,"200,195",N,1,0,0,exactly,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
28:39.5,sentence-prediction[3]-updated,hello everyone,,"520,345",N,2,0,0,hello everyone,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
28:39.5,sentence-prediction[4]-updated,the voice,,"380,195",N,2,0,0,the voice,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
28:39.5,sentence-prediction[5]-updated,normal please,,"560,623",N,2,0,0,normal please,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
28:39.5,word-prediction[1]-updated,to,,"380,130",,0,0,0,,,,
28:39.5,word-prediction[2]-updated,and,,"70,345",,0,0,0,,,,
28:39.5,word-prediction[3]-updated,of,,"740,130",,0,0,0,,,,
28:39.5,word-prediction[4]-updated,in,,"650,130",,0,0,0,,,,
28:40.9,Letter-button-selected,i,"709.5,312","650,260",,0,0,0,,,,
28:40.9,output-updated,i,,,,0,0,0,,,,
28:41.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:41.0,sentence-prediction[1]-updated,in four unsuccessful proposals in the past year,,"560,623",N,8,0,0,i have put in four unsuccessful proposals in the past year,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
28:41.0,sentence-prediction[2]-updated,in fact,,"560,558",N,2,0,0,amazing in fact,,"person7, person5, Unknown, person2, person3, person6, person1, person4, person8","location8, location2, lovation7, location5, location4, location3, lcoation1, location6"
28:41.0,word-prediction[1]-updated,i,,"650,195",,0,0,0,,,,
28:41.0,word-prediction[2]-updated,is,,"160,410",,0,0,0,,,,
28:41.1,word-prediction[3]-updated,it,,"380,195",,0,0,0,,,,
28:41.1,word-prediction[4]-updated,if,,"340,410",,0,0,0,,,,
28:41.8,Letter-button-selected,t,"414.5,276.5","380,260",,0,0,0,,,,
28:41.8,output-updated,it,,,,0,0,0,,,,
28:41.9,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:41.9,sentence-prediction[1]-updated,it has been amazing how it predicts both words and sentences when i want it,,"380,195",N,15,0,0,because i think it has been amazing how it predicts both words and sentences when i want it,,"person2, person1, person7, person4, person5, Unknown, person6, person3, person8","location6, lovation7, location2, location4, location5, location8, lcoation1, location3"
28:41.9,sentence-prediction[2]-updated,it the better it becomes,,"380,130",N,5,0,0,and the more i use it the better it becomes,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
28:41.9,word-prediction[1]-updated,it's,,"160,410",,0,0,0,,,,
28:41.9,word-prediction[2]-updated,its,,"160,345",,0,0,0,,,,
28:42.0,word-prediction[3]-updated,items,,"200,195",,0,0,0,,,,
28:42.0,word-prediction[4]-updated,item,,"200,130",,0,0,0,,,,
28:43.2,Sentence-prediction[1]-selected,it,"413,240",,N,15,0,1,it has been amazing how it predicts both words and sentences when i want it,,,
28:43.2,output-updated,it ,,,,0,0,0,,,,
28:43.3,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:43.4,sentence-prediction[1]-updated,has been amazing how it predicts both words and sentences when i want it,,"520,410",N,14,0,0,because i think it has been amazing how it predicts both words and sentences when i want it,,"person2, person1, person7, person4, person5, Unknown, person6, person3, person8","location6, lovation7, location2, location4, location5, location8, lcoation1, location3"
28:43.4,sentence-prediction[2]-updated,is so fast as it is very clever the way it works,,"650,195",N,12,0,0,it is so fast as it is very clever the way it works,,"person4, person1, person6, person2, person5, Unknown, person3, person7","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
28:43.4,sentence-prediction[3]-updated,gets better the more i use it,,"430,345",N,7,0,0,it gets better the more i use it,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
28:43.4,sentence-prediction[4]-updated,so cool,,"160,410",N,2,0,0,it so cool,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
28:43.4,sentence-prediction[5]-updated,was american,,"110,195",N,2,0,0,it was american,,,"location4, location2, lcoation1, location3, location6, location8, location5, lovation7"
28:43.4,word-prediction[1]-updated,to,,"380,195",,0,0,0,,,,
28:43.5,word-prediction[2]-updated,would,,"110,130",,0,0,0,,,,
28:43.5,word-prediction[3]-updated,and,,"70,410",,0,0,0,,,,
28:43.5,word-prediction[4]-updated,in,,"650,130",,0,0,0,,,,
28:44.7,Letter-button-selected,w,"160,304","110,260",,0,0,0,,,,
28:44.7,output-updated,it w,,,,0,0,0,,,,
28:44.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:44.8,sentence-prediction[1]-updated,was american,,"70,410",N,2,0,0,it was american,,,"location4, location2, lcoation1, location3, location6, location8, location5, lovation7"
28:44.9,sentence-prediction[2]-updated,words and sentences when i want it,,"740,195",N,7,0,0,because i think it has been amazing how it predicts both words and sentences when i want it,,"person2, person1, person7, person4, person5, Unknown, person6, person3, person8","location6, lovation7, location2, location4, location5, location8, lcoation1, location3"
28:44.9,word-prediction[1]-updated,would,,"740,130",,0,0,0,,,,
28:44.9,word-prediction[2]-updated,will,,"650,195",,0,0,0,,,,
28:44.9,word-prediction[3]-updated,with,,"650,130",,0,0,0,,,,
28:44.9,word-prediction[4]-updated,wasn't,,"70,345",,0,0,0,,,,
28:46.2,Letter-button-selected,o,"795,295.50","740,260",,0,0,0,,,,
28:46.3,output-updated,it wo,,,,0,0,0,,,,
28:46.3,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:46.3,sentence-prediction[1]-updated,would be good to touch base.,,"560,195",Y,6,0,0,it would be good to touch base.,,"person2, person4, Unknown, person1, person6, person3, person7, person5","lcoation1, location5, location6, location3, location8, lovation7, location2, location4"
28:46.4,sentence-prediction[2]-updated,words i use,,"290,195",N,3,0,0,it has any words i use,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
28:46.4,word-prediction[1]-updated,works,,"290,130",,0,0,0,,,,
28:46.4,word-prediction[2]-updated,won't,,"560,623",,0,0,0,,,,
28:46.4,word-prediction[3]-updated,wouldn't,,"560,130",,0,0,0,,,,
28:46.4,word-prediction[4]-updated,wont,,"560,558",,0,0,0,,,,
28:47.7,word-prediction[1]-selected,works,"334,161.50","290,130",,0,0,0,,,,
28:47.7,output-updated,it works ,,,,0,0,0,,,,
28:47.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:47.9,sentence-prediction[1]-updated,better for me as i type slower than other people,,"470,623",N,10,0,0,i think it works better for me as i type slower than other people,,"person4, person6, person1, person7, person5, person2, Unknown, person3, person8","location4, lovation7, location6, lcoation1, location3, location8, location5, location2"
28:47.9,sentence-prediction[2]-updated,if the user is a non crip,,"650,195",N,7,0,0,it only really works if the user is a non crip,,"person8, person1, Unknown, person5, person3, person4, person2, person7, person6","lcoation1, location6, location8, location5, location2, location3, lovation7, location4"
28:47.9,word-prediction[1]-updated,for,,"340,410",,0,0,0,,,,
28:47.9,word-prediction[2]-updated,out,,"740,130",,0,0,0,,,,
28:48.0,word-prediction[3]-updated,and,,"70,410",,0,0,0,,,,
28:48.0,word-prediction[4]-updated,well,,"110,195",,0,0,0,,,,
28:49.2,Letter-button-selected,l,"817,517.50","790,475",,0,0,0,,,,
28:49.2,output-updated,it works l,,,,0,0,0,,,,
28:49.3,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:49.3,sentence-prediction[1]-updated,like the way it predicts both words and sentences,,"650,195",N,9,0,0,do you like the way it predicts both words and sentences,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
28:49.4,sentence-prediction[2]-updated,learning all the time,,"200,195",N,4,0,0,that is why i keep saving as it is learning all the time,,"person7, person5, Unknown, person2, person3, person6, person1, person4, person8","location8, location2, lovation7, location5, location4, location3, lcoation1, location6"
28:49.4,word-prediction[1]-updated,love,,"740,130",,0,0,0,,,,
28:49.4,word-prediction[2]-updated,last,,"70,410",,0,0,0,,,,
28:49.4,word-prediction[3]-updated,life,,"650,130",,0,0,0,,,,
28:49.4,word-prediction[4]-updated,looking,,"740,130",,0,0,0,,,,
28:50.8,Sentence-prediction[1]-selected,like,"680.5,230.5",,N,9,0,1,like the way it predicts both words and sentences,,,
28:50.9,output-updated,it works like ,,,,0,0,0,,,,
28:51.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:51.0,sentence-prediction[1]-updated,the way it predicts both words and sentences,,"380,195",N,8,0,0,do you like the way it predicts both words and sentences,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
28:51.0,sentence-prediction[2]-updated,dasher,,"250,410",N,1,0,0,nothing like dasher,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
28:51.0,sentence-prediction[3]-updated,jess glyn,,"610,410",N,2,0,0,do you like jess glyn,,"Unknown, person2, person3, person5, person7, person1, person6, person4, person8","location2, lcoation1, location8, location3, location4, location6, location5, lovation7"
28:51.1,sentence-prediction[4]-updated,small humps,,"160,345",N,2,0,0,between rooms you have like small humps,,"person2, person4, Unknown, person1, person6, person3, person7, person5, person8","lcoation1, location5, location6, location3, location8, lovation7, location2, location4"
28:51.1,word-prediction[1]-updated,a,,"70,410",,0,0,0,,,,
28:51.1,word-prediction[2]-updated,to,,"380,130",,0,0,0,,,,
28:51.1,word-prediction[3]-updated,it,,"650,130",,0,0,0,,,,
28:51.1,word-prediction[4]-updated,you,,"470,130",,0,0,0,,,,
28:51.8,Letter-button-selected,m,"700,723","650,688",,0,0,0,,,,
28:51.8,output-updated,it works like m,,,,0,0,0,,,,
28:51.9,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:52.0,sentence-prediction[1]-updated,me as i type slower than other people,,"200,195",N,8,0,0,i think it works better for me as i type slower than other people,,"person4, person6, person1, person7, person5, person2, Unknown, person3, person8","location4, lovation7, location6, lcoation1, location3, location8, location5, location2"
28:52.0,sentence-prediction[2]-updated,me as well,,"200,130",N,3,0,0,we have identified three with me as well,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
28:52.0,sentence-prediction[3]-updated,maddening that it is not working that well now,,"70,410",N,9,0,0,and it is maddening that it is not working that well now,,"person2, person1, person7, person4, person5, Unknown, person6, person3, person8","location6, lovation7, location2, location4, location5, location8, lcoation1, location3"
28:52.0,word-prediction[1]-updated,my,,"470,130",,0,0,0,,,,
28:52.0,word-prediction[2]-updated,most,,"740,130",,0,0,0,,,,
28:52.0,word-prediction[3]-updated,many,,"70,345",,0,0,0,,,,
28:52.0,word-prediction[4]-updated,mine,,"650,130",,0,0,0,,,,
28:53.5,Letter-button-selected,a,"110.5,492","70,475",,0,0,0,,,,
28:53.5,output-updated,it works like ma,,,,0,0,0,,,,
28:53.7,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:53.7,sentence-prediction[1]-updated,many small steps into most buildings,,"560,623",N,6,0,0,but it is so wierd how many small steps into most buildings,,"person2, person4, Unknown, person1, person6, person3, person7, person5, person8","lcoation1, location5, location6, location3, location8, lovation7, location2, location4"
28:53.7,sentence-prediction[2]-updated,many stories,,"560,558",N,2,0,0,i have been telling so many stories,,"person2, person1, person7, person4, person5, Unknown, person6, person3","location6, lovation7, location2, location4, location5, location8, lcoation1, location3"
28:53.7,sentence-prediction[3]-updated,maddening that it is not working that well now,,"250,410",N,9,0,0,and it is maddening that it is not working that well now,,"person2, person1, person7, person4, person5, Unknown, person6, person3, person8","location6, lovation7, location2, location4, location5, location8, lcoation1, location3"
28:53.7,sentence-prediction[4]-updated,mainly your dad,,"650,195",N,3,0,0,and it is mainly your dad,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
28:53.8,sentence-prediction[5]-updated,may not work,,"470,130",N,3,0,0,this may not work,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:53.8,word-prediction[1]-updated,making,,"700,345",,0,0,0,,,,
28:53.8,word-prediction[2]-updated,mad,,"250,345",,0,0,0,,,,
28:53.8,word-prediction[3]-updated,maybe,,"470,195",,0,0,0,,,,
28:53.8,word-prediction[4]-updated,magic,,"430,345",,0,0,0,,,,
28:55.4,word-prediction[4]-selected,magic,"478,392","430,345",,0,0,0,,,,
28:55.4,output-updated,it works like magic ,,,,0,0,0,,,,
28:55.6,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:55.6,word-prediction[1]-updated,of,,"740,195",,0,0,0,,,,
28:55.6,word-prediction[2]-updated,and,,"70,410",,0,0,0,,,,
28:55.7,word-prediction[3]-updated,in,,"650,195",,0,0,0,,,,
28:55.7,word-prediction[4]-updated,johnson,,"610,410",,0,0,0,,,,
28:56.7,sentence-added-to-database,it works like magic,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
28:56.7,TTS-button-selected,it works like magic ,"984.5,728","960,688",,0,0,0,,,,
28:56.7,words-per-minute-value_word_count,16.53,,,,4,0,0,it works like magic,0.24196,,
28:56.8,words-per-minute-value_character_count,14.88,,,,0,19,0,it works like magic,0.24196,,
28:59.9,Clear-button-selected,Clear,"977,501.50","960,475",,0,0,0,,,,
28:59.9,words-per-minute-value_word_count,16.53,,,,4,0,0,it works like magic,0.24196,,
28:59.9,words-per-minute-value_character_count,14.88,,,,0,19,0,it works like magic,0.24196,,
28:59.9,output-updated,,,,,0,0,0,,,,
29:00.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:00.0,sentence-prediction[1]-updated,hello alex,,"520,410",N,2,0,0,hello alex,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:00.1,sentence-prediction[2]-updated,exactly,,"200,195",N,1,0,0,exactly,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:00.1,sentence-prediction[3]-updated,hello everyone,,"520,345",N,2,0,0,hello everyone,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:00.1,sentence-prediction[4]-updated,the voice,,"380,195",N,2,0,0,the voice,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:00.1,sentence-prediction[5]-updated,normal please,,"560,623",N,2,0,0,normal please,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:00.1,word-prediction[1]-updated,to,,"380,130",,0,0,0,,,,
29:00.1,word-prediction[2]-updated,and,,"70,345",,0,0,0,,,,
29:00.2,word-prediction[3]-updated,of,,"740,130",,0,0,0,,,,
29:00.2,word-prediction[4]-updated,in,,"650,130",,0,0,0,,,,
29:01.3,Letter-button-selected,b,"506,712","470,688",,0,0,0,,,,
29:01.3,output-updated,b,,,,0,0,0,,,,
29:01.3,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:01.4,sentence-prediction[1]-updated,be very happy and fast.,,"200,195",Y,5,0,0,from now on i am going to be very happy and fast.,,"person1, person7, person3, person2, person4, person5, Unknown, person6","location2, lovation7, lcoation1, location6, location8, location5, location3, location4"
29:01.4,word-prediction[1]-updated,but,,"560,130",,0,0,0,,,,
29:01.4,word-prediction[2]-updated,by,,"470,130",,0,0,0,,,,
29:01.4,word-prediction[3]-updated,been,,"200,130",,0,0,0,,,,
29:01.4,word-prediction[4]-updated,back,,"70,410",,0,0,0,,,,
29:03.8,word-prediction[1]-selected,but,"614.5,180","560,130",,0,0,0,,,,
29:03.8,output-updated,but ,,,,0,0,0,,,,
29:03.9,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:03.9,sentence-prediction[1]-updated,we also predict both words but also sentences,,"110,195",N,8,0,0,but we also predict both words but also sentences,,"person5, person6, person2, person7, person1, person3, Unknown, person4, person8","lovation7, lcoation1, location3, location2, location6, location5, location8, location4"
29:04.0,sentence-prediction[2]-updated,do you notice how we are placing predictions?,,"250,410",Y,8,0,0,but do you notice how we are placing predictions?,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:04.0,sentence-prediction[3]-updated,he will share them,,"520,345",N,4,0,0,but he will share them,,"person4, Unknown, person5, person7, person6, person2, person1, person3, person8","location3, location4, location5, location2, lcoation1, location8, lovation7, location6"
29:04.0,word-prediction[1]-updated,the,,"380,130",,0,0,0,,,,
29:04.0,word-prediction[2]-updated,it,,"650,130",,0,0,0,,,,
29:04.0,word-prediction[3]-updated,not,,"560,623",,0,0,0,,,,
29:04.0,word-prediction[4]-updated,you,,"470,130",,0,0,0,,,,
29:05.4,word-prediction[2]-selected,it,"673.5,163","650,130",,0,0,0,,,,
29:05.4,output-updated,but it ,,,,0,0,0,,,,
29:05.6,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:05.7,sentence-prediction[1]-updated,is very slow compared to speaking rates,,"650,195",N,7,0,0,but it is very slow compared to speaking rates,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:05.7,sentence-prediction[2]-updated,went over people's heads,,"110,195",N,4,0,0,but i think it went over people's heads,,"person7, person5, Unknown, person2, person3, person6, person1, person4, person8","location8, location2, lovation7, location5, location4, location3, lcoation1, location6"
29:05.7,sentence-prediction[3]-updated,not only predicts both words but also sentences,,"560,623",N,8,0,0,it not only predicts both words but also sentences,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
29:05.7,sentence-prediction[4]-updated,depends on learning how the system works,,"250,410",N,7,0,0,but we think it depends on learning how the system works,,"person1, person6, person5, Unknown, person3, person2, person7, person4, person8","location2, lovation7, location4, location8, location5, location6, lcoation1, location3"
29:05.7,word-prediction[1]-updated,was,,"110,130",,0,0,0,,,,
29:05.7,word-prediction[2]-updated,has,,"520,345",,0,0,0,,,,
29:05.8,word-prediction[3]-updated,doesn't,,"250,345",,0,0,0,,,,
29:05.8,word-prediction[4]-updated,also,,"70,410",,0,0,0,,,,
29:07.3,Letter-button-selected,n,"608.5,716","560,688",,0,0,0,,,,
29:07.4,output-updated,but it n,,,,0,0,0,,,,
29:07.4,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:07.4,sentence-prediction[1]-updated,never look over my shoulder,,"200,195",N,5,0,0,that's why people should never look over my shoulder,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:07.5,sentence-prediction[2]-updated,not only predicts both words but also sentences,,"740,195",N,8,0,0,it not only predicts both words but also sentences,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
29:07.5,sentence-prediction[3]-updated,natural it seems to work,,"70,410",N,5,0,0,it is wierd how natural it seems to work,,"person7, person5, Unknown, person2, person3, person6, person1, person4, person8","location8, location2, lovation7, location5, location4, location3, lcoation1, location6"
29:07.5,sentence-prediction[4]-updated,natural the way it works.,,"70,345",Y,5,0,0,it is very natural the way it works.,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
29:07.5,word-prediction[1]-updated,needs,,"200,130",,0,0,0,,,,
29:07.5,word-prediction[2]-updated,now,,"740,130",,0,0,0,,,,
29:07.5,word-prediction[3]-updated,n,,"560,623",,0,0,0,,,,
29:07.5,word-prediction[4]-updated,nice,,"650,130",,0,0,0,,,,
29:09.2,word-prediction[1]-selected,needs,"278.5,178.5","200,130",,0,0,0,,,,
29:09.2,output-updated,but it needs ,,,,0,0,0,,,,
29:09.3,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:09.4,word-prediction[1]-updated,to,,"380,195",,0,0,0,,,,
29:09.4,word-prediction[2]-updated,a,,"70,410",,0,0,0,,,,
29:09.4,word-prediction[3]-updated,of,,"740,195",,0,0,0,,,,
29:09.4,word-prediction[4]-updated,and,,"70,345",,0,0,0,,,,
29:10.6,word-prediction[2]-selected,a,"119,452","70,410",,0,0,0,,,,
29:10.6,output-updated,but it needs a ,,,,0,0,0,,,,
29:10.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:10.8,sentence-prediction[1]-updated,touch screen,,"380,195",N,2,0,0,but it is so difficult to locate literate users who use a touch screen,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
29:10.8,sentence-prediction[2]-updated,new era of app development,,"560,623",N,5,0,0,but we are now in a new era of app development,,"Unknown, person3, person5, person7, person4, person1, person2, person8, person6","location8, location6, lcoation1, location2, location5, location3, lovation7, location4"
29:10.8,sentence-prediction[3]-updated,camera to gives us context tags will improve the predictions,,"290,558",N,10,0,0,but we also use a camera to gives us context tags will improve the predictions,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:10.8,sentence-prediction[4]-updated,scratch and it is the end of the world,,"160,410",N,9,0,0,even a scratch and it is the end of the world,,"person7, person1, person6, Unknown, person2, person3, person4, person5, person8","location5, location2, lovation7, location3, location6, location4, lcoation1, location8"
29:10.8,sentence-prediction[5]-updated,way to get the funding,,"110,130",N,5,0,0,it was a way to get the funding,,"person3, person6, person4, person2, person7, person1, Unknown, person5, person8","location2, location4, location5, location3, lovation7, location6, location8, lcoation1"
29:10.9,word-prediction[1]-updated,little,,"790,345",,0,0,0,,,,
29:10.9,word-prediction[2]-updated,few,,"340,345",,0,0,0,,,,
29:10.9,word-prediction[3]-updated,great,,"430,345",,0,0,0,,,,
29:10.9,word-prediction[4]-updated,bit,,"470,623",,0,0,0,,,,
29:37.7,Sentence-prediction[3]-selected,camera to gives us context tags will improve,"856.5,560.5",,N,10,0,8,camera to gives us context tags will improve the predictions,,,
29:37.7,output-updated,but it needs a camera to gives us context tags will improve ,,,,0,0,0,,,,
29:37.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:37.8,sentence-prediction[1]-updated,the predictions any more,,"380,195",N,4,0,0,but i am not sure if that will improve the predictions any more,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
29:37.9,word-prediction[1]-updated,your,,"470,130",,0,0,0,,,,
29:37.9,word-prediction[2]-updated,their,,"380,130",,0,0,0,,,,
29:37.9,word-prediction[3]-updated,on,,"740,130",,0,0,0,,,,
29:37.9,word-prediction[4]-updated,my,,"650,623",,0,0,0,,,,
29:39.4,Letter-button-selected,o,"771,332","740,260",,0,0,0,,,,
29:39.4,output-updated,but it needs a camera to gives us context tags will improve o,,,,0,0,0,,,,
29:39.5,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
29:39.5,sentence-prediction[1]-updated,on learning how the system works,,"560,623",N,6,0,0,but we think it depends on learning how the system works,,"person1, person6, person5, Unknown, person3, person2, person7, person4, person8","location2, lovation7, location4, location8, location5, location6, lcoation1, location3"
29:39.5,sentence-prediction[2]-updated,of us?,,"340,410",Y,2,0,0,what about adding stephen to the two of us?,,"person1, person7, person3, person2, person4, person5, Unknown, person6, person8","location2, lovation7, lcoation1, location6, location8, location5, location3, location4"
29:39.6,sentence-prediction[3]-updated,of app development,,"340,345",N,3,0,0,but we are now in a new era of app development,,"Unknown, person3, person5, person7, person4, person1, person2, person8, person6","location8, location6, lcoation1, location2, location5, location3, lovation7, location4"
